Retailer Name,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Total Sales,Number of Brands,Category of Retailer,Category_of_Retailer
Retailer 2649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2650,10706.4844,0.0,0.0,0.0,7727.1698,0.0,0.0,48347.8776,12948.696000000002,0.0,0.0,0.0,79730.2278,4,2.0,A
Retailer 2651,6555.404,3134.8408,0.0,0.0,7566.071,0.0,8361.9396,8057.9796,51794.78400000001,0.0,11313.3912,0.0,96784.4102,7,3.0,O+
Retailer 2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51033.8708,0.0,0.0,0.0,0.0,51033.8708,1,2.0,A
Retailer 2653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2655,0.0,0.0,0.0,0.0,0.0,3211.844,0.0,0.0,12948.696000000002,0.0,0.0,0.0,16160.54,2,1.0,B
Retailer 2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2657,20575.558999999997,0.0,0.0,48147.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68722.823,2,2.0,A
Retailer 2658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60573.1488,0.0,0.0,60573.1488,1,2.0,A
Retailer 2660,32119.4532,0.0,0.0,0.0,23181.5094,0.0,0.0,1342.9966,77692.17599999999,7250.9658,0.0,0.0,141587.101,5,3.0,O+
Retailer 2661,0.0,0.0,0.0,0.0,28781.4658,0.0,0.0,0.0,0.0,21075.0666,0.0,0.0,49856.5324,2,2.0,A
Retailer 2662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2664,0.0,0.0,0.0,0.0,19639.8688,16124.0648,0.0,4028.9898,12948.696000000002,0.0,0.0,0.0,52741.6194,4,2.0,A
Retailer 2665,0.0,0.0,0.0,0.0,20122.6586,0.0,5574.6264,16115.9592,25897.392000000003,0.0,0.0,0.0,67710.6362,4,2.0,A
Retailer 2666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2668,17297.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,30246.553,2,1.0,B
Retailer 2669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,5656.6956,0.0,18605.3916,2,1.0,B
Retailer 2670,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,8057.9796,0.0,0.0,0.0,0.0,32131.6116,2,1.0,B
Retailer 2671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2672,6555.404,0.0,0.0,0.0,10624.9218,14550.5652,0.0,0.0,0.0,0.0,0.0,0.0,31730.891,3,1.0,B
Retailer 2673,0.0,0.0,0.0,0.0,6278.2938,19368.3312,0.0,0.0,0.0,5931.7794,0.0,0.0,31578.4044,3,1.0,B
Retailer 2674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2680,0.0,0.0,0.0,24073.632,9819.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33893.5664,2,1.0,B
Retailer 2681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2682,0.0,0.0,0.0,0.0,8371.0584,19368.3312,0.0,0.0,0.0,5931.7794,0.0,0.0,33671.169,3,1.0,B
Retailer 2683,0.0,0.0,0.0,0.0,0.0,9635.532,0.0,0.0,0.0,10095.5248,0.0,0.0,19731.0568,2,1.0,B
Retailer 2684,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24073.632,1,1.0,B
Retailer 2685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2686,0.0,0.0,0.0,24073.632,12556.5876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36630.2196,2,1.0,B
Retailer 2687,12345.3354,0.0,0.0,0.0,6278.2938,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,31572.3252,3,1.0,B
Retailer 2688,12345.3354,0.0,0.0,0.0,13361.575,0.0,0.0,0.0,0.0,5931.7794,0.0,0.0,31638.6898,3,1.0,B
Retailer 2689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2690,11564.1582,0.0,0.0,0.0,6278.2938,0.0,0.0,12086.9694,12948.696000000002,0.0,0.0,0.0,42878.1174,4,1.0,B
Retailer 2691,0.0,0.0,0.0,0.0,0.0,0.0,8361.9396,4028.9898,0.0,21959.0836,0.0,0.0,34350.013,3,1.0,B
Retailer 2692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2694,0.0,0.0,0.0,24073.632,0.0,4817.766,0.0,0.0,0.0,0.0,0.0,0.0,28891.397999999997,2,1.0,B
Retailer 2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2697,0.0,0.0,0.0,0.0,19639.8688,0.0,0.0,0.0,0.0,5931.7794,0.0,0.0,25571.6482,2,1.0,B
Retailer 2698,14749.659,0.0,0.0,0.0,33806.4312,11306.2988,0.0,0.0,12948.696000000002,4833.9772,22200.2252,0.0,99845.2874,6,3.0,O+
Retailer 2699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2701,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,5931.7794,0.0,0.0,30005.4114,2,1.0,B
Retailer 2702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2705,0.0,0.0,0.0,0.0,18352.0916,0.0,0.0,8057.9796,0.0,5931.7794,0.0,0.0,32341.8506,3,1.0,B
Retailer 2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2708,4916.553,0.0,0.0,0.0,30586.4816,0.0,0.0,0.0,25897.392000000003,0.0,0.0,0.0,61400.4266,3,2.0,A
Retailer 2709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2710,9869.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25897.392000000003,10095.5248,0.0,0.0,45861.9914,3,2.0,A
Retailer 2711,0.0,0.0,0.0,0.0,43143.0692,0.0,0.0,8057.9796,12948.696000000002,0.0,0.0,0.0,64149.7448,3,2.0,A
Retailer 2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2713,17261.8884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,5656.6956,0.0,35867.28,3,1.0,B
Retailer 2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2716,9869.0746,0.0,0.0,0.0,9819.9344,0.0,13825.6206,12086.9694,38846.087999999996,5931.7794,5656.6956,0.0,96036.162,7,3.0,O+
Retailer 2717,0.0,0.0,0.0,24073.632,0.0,0.0,5574.6264,0.0,0.0,0.0,0.0,0.0,29648.2584,2,1.0,B
Retailer 2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2720,8230.2236,0.0,0.0,0.0,0.0,0.0,11038.3074,0.0,25897.392000000003,0.0,18064.3428,0.0,63230.2658,4,2.0,A
Retailer 2721,4952.5216,0.0,0.0,0.0,0.0,29101.1304,0.0,5371.9864,25897.392000000003,5931.7794,0.0,0.0,71254.8098,5,2.0,A
Retailer 2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,12948.696000000002,1,1.0,B
Retailer 2723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2726,0.0,0.0,0.0,0.0,19639.8688,0.0,0.0,4028.9898,0.0,7909.0392,0.0,0.0,31577.8978,3,1.0,B
Retailer 2727,12345.3354,0.0,0.0,24073.632,4185.5292,0.0,0.0,0.0,12948.696000000002,0.0,7907.0128,0.0,61460.2054,5,2.0,A
Retailer 2728,0.0,0.0,0.0,24073.632,10463.823,0.0,0.0,0.0,12948.696000000002,16027.3042,0.0,0.0,63513.4552,4,2.0,A
Retailer 2729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2730,0.0,0.0,0.0,0.0,11268.8104,0.0,0.0,0.0,25897.392000000003,16027.3042,0.0,0.0,53193.5066,3,2.0,A
Retailer 2731,4916.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,17865.249,2,1.0,B
Retailer 2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2733,9051.9288,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,5931.7794,0.0,0.0,23041.6878,3,1.0,B
Retailer 2734,0.0,0.0,0.0,0.0,9819.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819.9344,1,1.0,B
Retailer 2735,14785.6276,0.0,0.0,0.0,18995.9802,0.0,2787.3132,8057.9796,0.0,13182.7452,5656.6956,0.0,63466.3414,6,2.0,A
Retailer 2736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2739,9869.0746,0.0,0.0,0.0,0.0,9732.7992,0.0,4028.9898,25897.392000000003,10095.5248,3771.1304,0.0,63394.9108,6,2.0,A
Retailer 2740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2741,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,10095.5248,0.0,0.0,34169.1568,2,1.0,B
Retailer 2742,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,8057.9796,0.0,0.0,0.0,0.0,32131.6116,2,1.0,B
Retailer 2743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2746,6247.8978,0.0,0.0,0.0,11751.6002,0.0,2787.3132,4028.9898,25897.392000000003,5931.7794,5656.6956,0.0,62301.668,7,3.0,O+
Retailer 2747,0.0,0.0,0.0,0.0,13361.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13361.575,1,1.0,B
Retailer 2748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2749,0.0,0.0,0.0,0.0,16098.2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16098.2282,1,1.0,B
Retailer 2750,0.0,0.0,0.0,0.0,0.0,11306.2988,0.0,0.0,0.0,0.0,0.0,0.0,11306.2988,1,1.0,B
Retailer 2751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2755,4916.553,0.0,0.0,24073.632,9819.9344,8029.61,0.0,4028.9898,0.0,11863.5588,0.0,0.0,62732.278,6,2.0,A
Retailer 2756,17297.857,0.0,0.0,0.0,21732.6334,0.0,0.0,0.0,12948.696000000002,5931.7794,5656.6956,0.0,63567.6614,5,2.0,A
Retailer 2757,4952.5216,0.0,0.0,24073.632,49904.6594,0.0,2787.3132,16115.9592,38846.087999999996,10095.5248,0.0,0.0,152819.9428,7,3.0,O+
Retailer 2758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2759,12345.3354,0.0,0.0,0.0,0.0,19465.5984,0.0,0.0,0.0,0.0,0.0,0.0,31810.9338,2,1.0,B
Retailer 2760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2761,0.0,0.0,0.0,0.0,10463.823,0.0,0.0,8057.9796,12948.696000000002,14743.0732,5656.6956,0.0,51870.2674,5,2.0,A
Retailer 2762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2763,0.0,0.0,0.0,48147.264,0.0,0.0,0.0,8057.9796,0.0,0.0,3771.1304,0.0,59976.374,3,2.0,A
Retailer 2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10095.5248,0.0,0.0,10095.5248,1,1.0,B
Retailer 2765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2766,0.0,0.0,0.0,24073.632,0.0,0.0,16612.9338,4028.9898,0.0,29891.4264,0.0,0.0,74606.982,4,2.0,A
Retailer 2767,12345.3354,3134.8408,0.0,0.0,0.0,16156.4872,0.0,0.0,0.0,0.0,0.0,0.0,31636.6634,3,1.0,B
Retailer 2768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,12948.696000000002,1,1.0,B
Retailer 2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2773,7392.8138,0.0,0.0,24073.632,0.0,0.0,11038.3074,0.0,12948.696000000002,10095.5248,0.0,0.0,65548.974,5,2.0,A
Retailer 2774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2777,0.0,0.0,0.0,24073.632,0.0,8062.0324,0.0,0.0,0.0,0.0,0.0,0.0,32135.6644,2,1.0,B
Retailer 2778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2779,4916.553,0.0,0.0,0.0,13361.575,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,31226.824,3,1.0,B
Retailer 2780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2781,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12345.3354,1,1.0,B
Retailer 2782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2788,27166.9316,0.0,0.0,0.0,21732.6334,14550.5652,5574.6264,4028.9898,0.0,11863.5588,8271.7648,0.0,93189.07,7,3.0,O+
Retailer 2789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2841,0.0,0.0,0.0,0.0,25755.543999999998,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,38704.24,2,1.0,B
Retailer 2842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 2843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
