Retailer Name,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Total Sales,Number of Brands,Category of Retailer,Category_of_Retailer
Retailer 71,0.0,0.0,0.0,24073.632,8371.0584,9635.532,0.0,8057.9796,12948.696000000002,0.0,0.0,0.0,63086.898,5,2.0,A
Retailer 72,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24073.632,1,1.0,B
Retailer 73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 74,0.0,0.0,0.0,240736.32,0.0,0.0,0.0,0.0,12948.696000000002,0.0,11860.5192,0.0,265545.5352,3,3.0,O+
Retailer 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 77,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,4028.9898,0.0,0.0,0.0,0.0,28102.6218,2,1.0,B
Retailer 78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 79,6555.404,0.0,0.0,0.0,14166.5624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20721.9664,2,1.0,B
Retailer 80,0.0,0.0,0.0,24073.632,0.0,0.0,5574.6264,0.0,25897.392000000003,0.0,5656.6956,0.0,61202.346,4,2.0,A
Retailer 81,0.0,0.0,0.0,24073.632,0.0,0.0,5574.6264,0.0,0.0,0.0,0.0,0.0,29648.2584,2,1.0,B
Retailer 82,0.0,0.0,0.0,0.0,0.0,15424.9568,0.0,0.0,0.0,11863.5588,0.0,0.0,46513.9856,2,2.0,A
Retailer 83,8230.2236,0.0,0.0,48147.264,0.0,0.0,0.0,4028.9898,12948.696000000002,0.0,33087.0592,0.0,106442.2326,5,3.0,O+
Retailer 84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 85,0.0,0.0,0.0,0.0,0.0,8029.61,0.0,0.0,0.0,10579.3278,0.0,0.0,18608.9378,2,1.0,B
Retailer 86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 87,3277.702,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,4135.8824,0.0,31487.2164,3,1.0,B
Retailer 88,6555.404,0.0,0.0,24073.632,0.0,0.0,5574.6264,0.0,12948.696000000002,10579.3278,12407.6472,0.0,72139.3334,6,2.0,A
Retailer 89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 93,0.0,0.0,0.0,0.0,15454.3396,0.0,0.0,0.0,12948.696000000002,0.0,6203.8236,0.0,34606.8592,3,1.0,B
Retailer 94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 96,0.0,0.0,0.0,0.0,0.0,8029.61,0.0,0.0,25897.392000000003,0.0,28221.6728,0.0,62148.6748,3,2.0,A
Retailer 97,0.0,0.0,0.0,0.0,0.0,0.0,22076.6148,0.0,0.0,0.0,0.0,0.0,22076.6148,1,1.0,B
Retailer 98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 99,8230.2236,0.0,0.0,0.0,4185.5292,8029.61,0.0,0.0,0.0,10095.5248,0.0,0.0,30540.8876,4,1.0,B
Retailer 100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,12948.696000000002,0.0,12407.6472,0.0,33414.3228,3,1.0,B
Retailer 101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,21158.6556,3060.3706,0.0,32277.0058,3,1.0,B
Retailer 111,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24073.632,1,1.0,B
Retailer 112,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,25897.392000000003,0.0,0.0,0.0,49971.024000000005,2,2.0,A
Retailer 113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 114,0.0,0.0,0.0,0.0,0.0,19465.5984,0.0,0.0,0.0,9295.0968,0.0,0.0,28760.6952,2,1.0,B
Retailer 115,0.0,0.0,0.0,0.0,8371.0584,0.0,0.0,0.0,12948.696000000002,9295.0968,0.0,0.0,30614.8512,3,1.0,B
Retailer 116,0.0,0.0,0.0,0.0,12556.5876,0.0,0.0,8057.9796,0.0,0.0,12407.6472,0.0,33022.2144,3,1.0,B
Retailer 117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 119,0.0,0.0,0.0,0.0,0.0,0.0,16723.8792,0.0,0.0,15226.8762,0.0,0.0,31950.7554,2,1.0,B
Retailer 120,9833.106,0.0,0.0,0.0,0.0,7864.965,0.0,4028.9898,0.0,9295.0968,0.0,0.0,31022.1576,4,1.0,B
Retailer 121,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24073.632,1,1.0,B
Retailer 122,0.0,0.0,0.0,0.0,0.0,77862.3936,0.0,0.0,0.0,0.0,0.0,0.0,77862.3936,1,2.0,A
Retailer 123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 124,0.0,0.0,0.0,0.0,0.0,19465.5984,2787.3132,0.0,0.0,0.0,11313.3912,0.0,33566.3028,3,1.0,B
Retailer 125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,12948.696000000002,1,1.0,B
Retailer 127,0.0,0.0,0.0,24073.632,0.0,0.0,8361.9396,0.0,12948.696000000002,0.0,0.0,0.0,45384.2676,3,2.0,A
Retailer 128,0.0,0.0,0.0,0.0,8371.0584,0.0,0.0,0.0,12948.696000000002,0.0,12407.6472,0.0,33727.4016,3,1.0,B
Retailer 129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,0.0,0.0,0.0,8057.9796,1,1.0,B
Retailer 131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 133,0.0,0.0,0.0,0.0,0.0,38931.1968,0.0,0.0,0.0,0.0,8717.0662,0.0,47648.263,2,2.0,A
Retailer 134,12345.3354,0.0,0.0,0.0,0.0,0.0,8361.9396,0.0,12948.696000000002,0.0,0.0,0.0,33655.971,3,1.0,B
Retailer 135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 137,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,12948.696000000002,10579.3278,0.0,0.0,47601.6558,3,2.0,A
Retailer 138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 140,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24073.632,1,1.0,B
Retailer 141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 142,0.0,0.0,0.0,0.0,0.0,60673.4556,0.0,0.0,0.0,0.0,0.0,0.0,60673.4556,1,2.0,A
Retailer 143,0.0,0.0,0.0,0.0,0.0,24250.942000000003,0.0,0.0,0.0,0.0,0.0,0.0,24250.942000000003,1,1.0,B
Retailer 144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 148,0.0,0.0,0.0,0.0,0.0,0.0,8361.9396,0.0,0.0,11863.5588,0.0,0.0,20225.4984,2,1.0,B
Retailer 149,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,37022.328,2,1.0,B
Retailer 150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,11863.5588,0.0,0.0,24812.2548,2,1.0,B
Retailer 152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12407.6472,0.0,12407.6472,1,1.0,B
Retailer 155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 156,12345.3354,0.0,0.0,0.0,16742.1168,9635.532,0.0,0.0,38846.087999999996,11863.5588,11313.3912,0.0,100746.0222,6,3.0,O+
Retailer 157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12407.6472,0.0,12407.6472,1,1.0,B
Retailer 158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21158.6556,12407.6472,0.0,33566.3028,2,1.0,B
Retailer 159,16388.51,0.0,0.0,0.0,0.0,7864.965,0.0,0.0,0.0,7909.0392,0.0,0.0,32162.5142,3,1.0,B
Retailer 160,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,6203.8236,0.0,31497.855,3,1.0,B
Retailer 161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,14961.9244,12407.6472,0.0,44347.2574,4,2.0,A
Retailer 163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11863.5588,6203.8236,0.0,18067.3824,2,1.0,B
Retailer 164,12345.3354,0.0,0.0,0.0,0.0,19465.5984,0.0,0.0,0.0,0.0,0.0,0.0,31810.9338,2,1.0,B
Retailer 165,12345.3354,0.0,0.0,0.0,11268.8104,9635.532,0.0,0.0,0.0,0.0,12407.6472,0.0,45657.325,4,2.0,A
Retailer 166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,12948.696000000002,1,1.0,B
Retailer 167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 168,12345.3354,0.0,0.0,0.0,11912.698999999999,9635.532,0.0,0.0,0.0,0.0,6203.8236,0.0,40097.39,4,1.0,B
Retailer 169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8057.9796,0.0,0.0,0.0,0.0,8057.9796,1,1.0,B
Retailer 171,0.0,0.0,0.0,24073.632,25113.1752,0.0,0.0,0.0,12948.696000000002,0.0,0.0,0.0,62135.5032,3,2.0,A
Retailer 172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,8602.068000000001,1,1.0,B
Retailer 173,8230.2236,0.0,0.0,0.0,0.0,8239.3424,5574.6264,4028.9898,25897.392000000003,10765.7566,0.0,0.0,62736.3308,6,2.0,A
Retailer 174,12345.3354,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,12948.696000000002,7052.8852,0.0,0.0,56420.5486,4,2.0,A
Retailer 175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,9030.145,1,1.0,B
Retailer 176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,9030.145,1,1.0,B
Retailer 178,9833.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16401.6816,4833.9772,0.0,0.0,31068.7648,3,1.0,B
Retailer 179,3277.702,0.0,0.0,0.0,0.0,0.0,8250.9942,0.0,12948.696000000002,7052.8852,0.0,0.0,31530.2774,4,1.0,B
Retailer 180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9295.0968,0.0,0.0,9295.0968,1,1.0,B
Retailer 182,11507.9256,0.0,0.0,0.0,8371.0584,14518.1428,8250.9942,0.0,12948.696000000002,5931.7794,0.0,0.0,61528.5964,6,2.0,A
Retailer 183,0.0,0.0,0.0,24073.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24073.632,1,1.0,B
Retailer 184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,F
Retailer 187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.068000000001,0.0,0.0,8602.068000000001,1,1.0,B
Retailer 188,9833.106,0.0,0.0,0.0,0.0,8029.61,0.0,0.0,12948.696000000002,0.0,0.0,0.0,30811.412,3,1.0,B
Retailer 189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,0.0,13928.4604,0.0,30906.1462,3,1.0,B
Retailer 190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9030.145,0.0,0.0,9030.145,1,1.0,B
Retailer 191,12345.3354,0.0,0.0,0.0,0.0,0.0,0.0,4028.9898,12948.696000000002,2416.9886,0.0,0.0,31740.0098,4,1.0,B
